Temperature,pCH4_per_pO2,Contact time,Y(C2),Accuracy,MAE,Extrapolating Variables
723,2.5,0.864,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,0.936,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,1.008,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,1.08,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,1.152,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,1.224,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,1.296,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,1.368,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.5,1.44,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
723,2.75,0.648,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,0.72,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,0.792,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,0.864,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,0.936,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,1.008,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,1.08,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,1.152,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,1.224,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,1.296,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,1.368,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,2.75,1.44,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
723,3,0.648,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,0.72,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,0.792,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,0.864,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,0.936,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,1.008,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,1.08,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,1.152,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,1.224,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,1.296,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,1.368,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3,1.44,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
723,3.25,0.648,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,0.72,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,0.792,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,0.864,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,0.936,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,1.008,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,1.08,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,1.152,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,1.224,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,1.296,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,1.368,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.25,1.44,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
723,3.5,0.648,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,0.72,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,0.792,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,0.864,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,0.936,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,1.008,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,1.08,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,1.152,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,1.224,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,1.296,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,1.368,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.5,1.44,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
723,3.75,0.648,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,0.72,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,0.792,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,0.864,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,0.936,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,1.008,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,1.08,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,1.152,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,1.224,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,1.296,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,1.368,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,3.75,1.44,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
723,4,0.648,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,0.72,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,0.792,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,0.864,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,0.936,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,1.008,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,1.08,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,1.152,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,1.224,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,1.296,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,1.368,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4,1.44,1.500681153,0.703309173,0.689220291,"['Temperature', 'Contact time']"
723,4.25,0.648,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,0.72,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,0.792,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,0.864,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,0.936,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,1.008,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,1.08,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,1.152,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,1.224,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,1.296,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,1.368,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.25,1.44,1.500681153,0.703173548,0.689024394,"['Temperature', 'Contact time']"
723,4.5,0.648,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,0.72,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,0.792,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,0.864,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,0.936,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,1.008,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,1.08,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,1.152,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,1.224,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,1.296,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,1.368,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.5,1.44,1.500681153,0.70266855,0.69039562,"['Temperature', 'Contact time']"
723,4.75,0.648,1.500681153,0.639800391,0.772539297,"['Temperature', 'Contact time']"
723,4.75,0.72,1.500681153,0.645284172,0.765410917,"['Temperature', 'Contact time']"
723,4.75,0.792,1.500681153,0.650796786,0.758244818,"['Temperature', 'Contact time']"
723,4.75,0.864,1.500681153,0.656280568,0.751116438,"['Temperature', 'Contact time']"
723,4.75,0.936,1.500681153,0.661793182,0.743950339,"['Temperature', 'Contact time']"
723,4.75,1.008,1.500681153,0.667276963,0.736821959,"['Temperature', 'Contact time']"
723,4.75,1.08,1.500681153,0.672760745,0.729693578,"['Temperature', 'Contact time']"
723,4.75,1.152,1.500681153,0.678244526,0.722565198,"['Temperature', 'Contact time']"
723,4.75,1.224,1.500681153,0.683728308,0.715436818,"['Temperature', 'Contact time']"
723,4.75,1.296,1.500681153,0.689212089,0.708308438,"['Temperature', 'Contact time']"
723,4.75,1.368,1.500681153,0.694695871,0.701180057,"['Temperature', 'Contact time']"
723,4.75,1.44,1.500681153,0.700179652,0.694051677,"['Temperature', 'Contact time']"
723,5,0.648,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,0.72,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,0.792,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,0.864,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,0.936,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,1.008,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,1.08,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,1.152,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,1.224,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,1.296,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,1.368,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5,1.44,0.81804925,0.74331044,0.51009406,"['Temperature', 'Contact time']"
723,5.25,0.648,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,0.72,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,0.792,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,0.864,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,0.936,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,1.008,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,1.08,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,1.152,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,1.224,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,1.296,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,1.368,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.25,1.44,0.81804925,0.740379299,0.539209711,"['Temperature', 'Contact time']"
723,5.5,0.648,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,0.72,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,0.792,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,0.864,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,0.936,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,1.008,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,1.08,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,1.152,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,1.224,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,1.296,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,1.368,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.5,1.44,0.81804925,0.743596985,0.503512326,"['Temperature', 'Contact time']"
723,5.75,0.648,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,0.72,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,0.792,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,0.864,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,0.936,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,1.008,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,1.08,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,1.152,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,1.224,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,1.296,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,1.368,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,5.75,1.44,0.81804925,0.703724543,0.688458921,"['Temperature', 'Contact time']"
723,6,0.648,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,0.72,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,0.792,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,0.864,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,0.936,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,1.008,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,1.08,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,1.152,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,1.224,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,1.296,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,1.368,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
723,6,1.44,0.81804925,0.702823808,0.688124557,"['Temperature', 'Contact time']"
746.2,1,0,9.551309758,0.70336974,0.689286527,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.072,6.994392112,0.736217946,0.552677764,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.144,3.243188454,0.743750575,0.505446419,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.216,2.962152095,0.7370534,0.543560647,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.288,2.962152095,0.743721447,0.503760513,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.36,9.589847711,0.703800132,0.686671317,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.432,6.617509592,0.706176621,0.686089267,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.504,6.617509592,0.704330365,0.687556285,"['Temperature', 'pCH4_per_pO2']"
746.2,1,0.576,9.933110279,0.742473448,0.505536386,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0,9.551309758,0.70336974,0.689286527,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.072,6.994392112,0.736217946,0.552677764,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.144,3.243188454,0.743750575,0.505446419,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.216,2.962152095,0.7370534,0.543560647,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.288,2.962152095,0.743721447,0.503760513,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.36,9.589847711,0.703800132,0.686671317,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.432,6.617509592,0.706176621,0.686089267,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.504,6.617509592,0.704330365,0.687556285,"['Temperature', 'pCH4_per_pO2']"
746.2,1.25,0.576,9.933110279,0.742473448,0.505536386,"['Temperature', 'pCH4_per_pO2']"
746.2,1.5,0.648,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,0.72,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,0.792,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,0.864,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,0.936,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,1.008,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,1.08,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,1.152,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,1.224,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,1.296,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,1.368,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.5,1.44,9.933110279,0.704828998,0.687715052,"['Temperature', 'Contact time']"
746.2,1.75,0.648,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,0.72,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,0.792,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,0.864,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,0.936,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,1.008,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,1.08,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,1.152,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,1.224,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,1.296,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,1.368,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,1.75,1.44,9.933110279,0.737444973,0.543066025,"['Temperature', 'Contact time']"
746.2,2,0.648,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,0.72,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,0.792,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,0.864,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,0.936,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,1.008,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,1.08,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,1.152,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,1.224,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,1.296,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,1.368,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2,1.44,8.206915799,0.70306367,0.690192536,"['Temperature', 'Contact time']"
746.2,2.25,0.648,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,0.72,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,0.792,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,0.864,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,0.936,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,1.008,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,1.08,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,1.152,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,1.224,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,1.296,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,1.368,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.25,1.44,4.701343831,0.699948922,0.693002527,"['Temperature', 'Contact time']"
746.2,2.5,0.648,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,0.72,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,0.792,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,0.864,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,0.936,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,1.008,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,1.08,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,1.152,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,1.224,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,1.296,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,1.368,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.5,1.44,4.682910717,0.704393477,0.688248976,"['Temperature', 'Contact time']"
746.2,2.75,0.648,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,0.72,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,0.792,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,0.864,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,0.936,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,1.008,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,1.08,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,1.152,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,1.224,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,1.296,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,1.368,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,2.75,1.44,4.550441612,0.696726495,0.697174653,"['Temperature', 'Contact time']"
746.2,3,0.648,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,0.72,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,0.792,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,0.864,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,0.936,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,1.008,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,1.08,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,1.152,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,1.224,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,1.296,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,1.368,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3,1.44,3.352292825,0.742507368,0.50625159,"['Temperature', 'Contact time']"
746.2,3.25,0.648,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,0.72,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,0.792,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,0.864,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,0.936,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,1.008,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,1.08,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,1.152,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,1.224,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,1.296,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,1.368,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.25,1.44,3.352292825,0.743631149,0.503559884,"['Temperature', 'Contact time']"
746.2,3.5,0.648,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,0.72,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,0.792,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,0.864,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,0.936,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,1.008,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,1.08,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,1.152,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,1.224,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,1.296,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,1.368,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.5,1.44,3.352292825,0.702927515,0.689731861,"['Temperature', 'Contact time']"
746.2,3.75,0.648,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,0.72,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,0.792,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,0.864,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,0.936,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,1.008,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,1.08,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,1.152,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
746.2,3.75,1.224,3.352292825,0.703643383,0.68918375,"['Temperature', 'Contact time']"
