Cation 1,Cation 1 mol%,Cation 2,Cation 2 mol%,Cation 3,Cation 3 mol%,Cation 4,Cation 4 mol%,Cation 5,Cation 5 mol%,Cation 6,Cation 6 mol%,Anion 1,Anion 1 mol%,Anion 2,Anion 2 mol%,Support 1,Support 1 mol%,Support 2,Support 2 mol%,Support 3,Support 3 mol%,Preparation,Temperature,p(CH4),p(O2),p(CH4)/p(O2),p total,Contact time,X(O2),X(CH4),S(COx),S(C2=),S(C2-),S(C2),Y(C2)
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,848,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,873,0.57,0.14,4,1,0.01,,0,,,,0,0.1
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,898,0.57,0.14,4,1,0.01,,0,,,,0,0.1
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,923,0.57,0.14,4,1,0.01,,0,,,,0,0.1
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,948,0.57,0.14,4,1,0.01,,0.3,,,,30,0.1
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,973,0.57,0.14,4,1,0.01,,0.7,,,,22.5,0.2
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,998,0.57,0.14,4,1,0.01,,2.1,,,,22.5,0.5
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1023,0.57,0.14,4,1,0.01,,4.7,,,,26.2,1.2
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1048,0.57,0.14,4,1,0.01,,9.8,,,,35.8,3.5
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1073,0.57,0.14,4,1,0.01,,16.1,,,,42,6.8
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,723,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,748,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,773,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,798,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,823,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,848,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,873,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,898,0.57,0.14,4,1,0.01,,0,,,,0,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,923,0.57,0.14,4,1,0.01,,0.9,,,,3,0
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,948,0.57,0.14,4,1,0.01,,1.2,,,,8.6,0.1
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,973,0.57,0.14,4,1,0.01,,2.1,,,,7.2,0.2
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,998,0.57,0.14,4,1,0.01,,4.1,,,,10.6,0.4
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1023,0.57,0.14,4,1,0.01,,7.9,,,,16.6,1.3
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1048,0.57,0.14,4,1,0.01,,15.9,,,,16.9,2.7
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1073,0.57,0.14,4,1,0.01,,27.4,,,,18.9,5.2
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1023,0.6,0.2,3,1,0.36,,30.4,,,,52.7,16
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1073,0.6,0.2,3,1,0.36,,33.6,,,,54.2,18.2
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1123,0.6,0.2,3,1,0.36,,32.7,,,,52.7,17.2
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1023,0.6,0.2,3,1,0.36,,13.1,,,,82.4,10.8
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1073,0.6,0.2,3,1,0.36,,34.6,,,,63.6,22
Mn,0.77,Na,0.72,W,0.36,,,,,,,,,,,Si,49.07,C,49.07,,,Impregnation,1123,0.6,0.2,3,1,0.36,,34.3,,,,57.6,19.7
Mn,0.76,Na,2.16,W,1.08,Ce,2.26,Ag,0.79,,,,,,,Si,92.94,,,,,Impregnation,923,0.87,0.12,7.4,1,0.06,23.7,2.9,,,,18.9,0.5
Mn,0.76,Na,2.16,W,1.08,Ce,2.26,Ag,0.79,,,,,,,Si,92.94,,,,,Impregnation,943,0.87,0.12,7.4,1,0.06,31.6,4.7,,,,51,2.4
Mn,0.76,Na,2.16,W,1.08,Ce,2.26,Ag,0.79,,,,,,,Si,92.94,,,,,Impregnation,973,0.87,0.12,7.4,1,0.06,46.5,8.2,,,,69.7,5.7
Mn,0.76,Na,2.16,W,1.08,Ce,2.26,Ag,0.79,,,,,,,Si,92.94,,,,,Impregnation,998,0.87,0.12,7.4,1,0.06,71.2,13.5,,,,80.8,10.9
Mn,0.76,Na,2.16,W,1.08,Ce,2.26,Ag,0.79,,,,,,,Si,92.94,,,,,Impregnation,1023,0.87,0.12,7.4,1,0.06,98.5,18.4,,,,84.2,15.5
Mn,0.76,Na,2.16,W,1.08,Ce,2.26,Ag,0.79,,,,,,,Si,92.94,,,,,Impregnation,1048,0.87,0.12,7.4,1,0.06,99.2,18.4,,,,82.4,15.2
Mn,0.76,Na,2.16,W,1.08,Ce,2.26,Ag,0.79,,,,,,,Si,92.94,,,,,Impregnation,1073,0.87,0.12,7.4,1,0.06,100,18.7,,,,83.9,15.7
 Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,0.32,,28.1,46.9,35.8,13.4,53.1,14.9
 Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,0.53,,33.8,45,35.4,14.4,55,18.6
 Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,0.79,,32.9,45.2,35,14.6,54.8,18.1
 Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,1.59,,30.9,49.2,33.2,12.6,50.8,15.7
Mn,1.6,Ti,2.38,Na,4.31,W,2.15,,,,,,,,,Si,89.55,,,,,SCS,973,0.5,0.1,5,1,0.16,,13.2,,,,53.7,7.1
Mn,3.25,Ti,4.82,Na,4.37,W,2.18,,,,,,,,,Si,85.38,,,,,SCS,973,0.5,0.1,5,1,0.16,,19.1,,,,60.8,11.6
Mn,4.94,Ti,7.32,Na,4.42,W,2.21,,,,,,,,,Si,81.1,,,,,SCS,973,0.5,0.1,5,1,0.16,,20.6,,,,70.8,14.6
Mn,6.67,Ti,9.89,Na,4.48,W,2.24,,,,,,,,,Si,76.71,,,,,SCS,973,0.5,0.1,5,1,0.15,,20.5,,,,70,14.3
Mn,8.46,Ti,12.54,Na,4.54,W,2.27,,,,,,,,,Si,72.2,,,,,SCS,973,0.5,0.1,5,1,0.15,,20.2,,,,70,14.1
Mn,1.34,Ti,2.64,Na,4.31,W,2.15,,,,,,,,,Si,89.56,,,,,SCS,973,0.5,0.1,5,1,0.16,,12.8,,,,51.8,6.6
Mn,2.71,Ti,5.35,Na,4.37,W,2.18,,,,,,,,,Si,85.39,,,,,SCS,973,0.5,0.1,5,1,0.16,,18.7,,,,59.6,11.1
Mn,4.12,Ti,8.14,Na,4.42,W,2.21,,,,,,,,,Si,81.11,,,,,SCS,973,0.5,0.1,5,1,0.16,,20.4,,,,69.3,14.1
Mn,5.56,Ti,10.99,Na,4.48,W,2.24,,,,,,,,,Si,76.72,,,,,SCS,973,0.5,0.1,5,1,0.15,,19.9,,,,69.8,13.9
Mn,7.05,Ti,13.93,Na,4.54,W,2.27,,,,,,,,,Si,72.21,,,,,SCS,973,0.5,0.1,5,1,0.15,,20.1,,,,69.8,14.1
Mn,2.41,Ti,1.59,Na,4.31,W,2.15,,,,,,,,,Si,89.55,,,,,SCS,973,0.5,0.1,5,1,0.16,,13.2,,,,53.2,7
Mn,4.87,Ti,3.21,Na,4.36,W,2.18,,,,,,,,,Si,85.37,,,,,SCS,973,0.5,0.1,5,1,0.16,,18.8,,,,59.3,11.2
Mn,7.41,Ti,4.88,Na,4.42,W,2.21,,,,,,,,,Si,81.08,,,,,SCS,973,0.5,0.1,5,1,0.15,,19.7,,,,69.2,13.6
Mn,10.01,Ti,6.59,Na,4.48,W,2.24,,,,,,,,,Si,76.68,,,,,SCS,973,0.5,0.1,5,1,0.15,,19.7,,,,69.5,13.7
Mn,12.68,Ti,8.35,Na,4.54,W,2.27,,,,,,,,,Si,72.16,,,,,SCS,973,0.5,0.1,5,1,0.15,,19.9,,,,69.2,13.8
Mn,2.67,Ti,1.32,Na,4.31,W,2.15,,,,,,,,,Si,89.54,,,,,SCS,973,0.5,0.1,5,1,0.16,,13.3,,,,50.2,6.7
Mn,5.42,Ti,2.68,Na,4.36,W,2.18,,,,,,,,,Si,85.36,,,,,SCS,973,0.5,0.1,5,1,0.16,,19.1,,,,59.3,11.3
Mn,8.23,Ti,4.07,Na,4.42,W,2.21,,,,,,,,,Si,81.07,,,,,SCS,973,0.5,0.1,5,1,0.15,,21,,,,65.9,13.8
Mn,11.12,Ti,5.49,Na,4.48,W,2.24,,,,,,,,,Si,76.67,,,,,SCS,973,0.5,0.1,5,1,0.15,,21,,,,69,14.5
Mn,14.08,Ti,6.96,Na,4.54,W,2.27,,,,,,,,,Si,72.15,,,,,SCS,973,0.5,0.1,5,1,0.15,,20.2,,,,68.8,13.9
Mn,1.6,Ti,1.58,Na,4.3,W,2.15,,,,,,,,,Si,90.37,,,,,SCS,973,0.5,0.1,5,1,0.16,,15.1,,,,52.9,8
Mn,3.23,Ti,3.2,Na,4.34,W,2.17,,,,,,,,,Si,87.06,,,,,SCS,973,0.5,0.1,5,1,0.16,,18.2,,,,60.4,11
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.16,,20.3,,,,71.2,14.5
Mn,6.6,Ti,6.53,Na,4.43,W,2.22,,,,,,,,,Si,80.22,,,,,SCS,973,0.5,0.1,5,1,0.15,,20.4,,,,70.1,14.3
Mn,8.34,Ti,8.24,Na,4.48,W,2.24,,,,,,,,,Si,76.69,,,,,SCS,973,0.5,0.1,5,1,0.15,,20.1,,,,70.6,14.2
Mn,4.78,Ti,4.73,Na,1.71,W,0.86,,,,,,,,,Si,87.93,,,,,SCS,973,0.5,0.1,5,1,0.16,,17.8,,,,68.7,12.2
Mn,4.86,Ti,4.8,Na,3.48,W,1.74,,,,,,,,,Si,85.12,,,,,SCS,973,0.5,0.1,5,1,0.16,,18.8,,,,69,13
Mn,5.02,Ti,4.97,Na,7.2,W,3.6,,,,,,,,,Si,79.21,,,,,SCS,973,0.5,0.1,5,1,0.16,,20.1,,,,70.6,14.2
Mn,5.11,Ti,5.05,Na,9.16,W,4.58,,,,,,,,,Si,76.1,,,,,SCS,973,0.5,0.1,5,1,0.15,,20.3,,,,68.9,14
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,,,2,1,0.16,,26.7,,,,52.9,14.1
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,,,3,1,0.16,,24.5,,,,59.1,14.5
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,,,4,1,0.16,,21.6,,,,63.3,13.7
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,,,6,1,0.16,,19.5,,,,73.4,14.3
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,,,7,1,0.16,,17.5,,,,74.6,13
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,,,8,1,0.16,,15.9,,,,77.3,12.3
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.04,,25.1,,,,55.4,13.9
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.08,,23.4,,,,59.8,14
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.12,,21.6,,,,64.1,13.9
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.2,,16.9,,,,71.6,12.1
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.24,,14.3,,,,74.2,10.6
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.31,,12.4,,,,74.5,9.2
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,1073,0.5,0.1,5,1,0.16,,25.1,,,,74.5,18.7
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,1053,0.5,0.1,5,1,0.16,,24.1,,,,73.1,17.6
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,1033,0.5,0.1,5,1,0.16,,22.6,,,,72.8,16.4
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,1013,0.5,0.1,5,1,0.16,,22.2,,,,72.2,16
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,993,0.5,0.1,5,1,0.16,,21.2,,,,70.7,15
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,973,0.5,0.1,5,1,0.16,,20.7,,,,69.8,14.4
Mn,4.9,Ti,4.84,Na,4.39,W,2.19,,,,,,,,,Si,83.68,,,,,SCS,953,0.5,0.1,5,1,0.16,,14,,,,52.4,7.4
Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,0.32,,28.1,46.9,35.8,13.4,53.1,14.9
Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,0.53,,33.8,45,35.4,14.4,55,18.6
Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,0.79,,32.9,45.2,35,14.6,54.8,18.1
Na ,2.13,W,1.07,Mn,8.55,,,,,,,,,,,Si,88.25,,,,,Impregnation,973,0.38,0.13,3,1,1.59,,30.9,49.2,33.2,12.6,50.8,15.7
