,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,R2,MAE
4612,955,2.25,0.072,4.819861303,1,['pCH4_per_pO2'],0.546434687,0.732753894
4613,955,2.25,0.144,0.825308839,1,['pCH4_per_pO2'],0.56571027,0.719888664
4614,955,2.25,0.216,0.588385923,1,['pCH4_per_pO2'],0.546471823,0.732452981
4615,955,2.25,0.288,0.588385923,1,['pCH4_per_pO2'],0.552009682,0.730632921
4616,955,2.25,0.36,7.283734083,1,['pCH4_per_pO2'],0.593301846,0.691322322
4617,955,2.25,0.432,3.369710834,1,['pCH4_per_pO2'],0.61028256,0.660243392
4618,955,2.25,0.504,3.369710834,1,['pCH4_per_pO2'],0.571978583,0.712649451
4633,955,2.5,0.072,4.801428188,1,['pCH4_per_pO2'],0.563085321,0.722808369
4634,955,2.5,0.144,0.806875908,1,['pCH4_per_pO2'],0.547949829,0.732942417
4635,955,2.5,0.216,0.569953269,1,['pCH4_per_pO2'],0.549299186,0.731978516
4636,955,2.5,0.288,0.569953269,1,['pCH4_per_pO2'],0.565711953,0.72019099
4637,955,2.5,0.36,7.265300968,1,['pCH4_per_pO2'],0.567792508,0.717748286
4638,955,2.5,0.432,3.351277719,1,['pCH4_per_pO2'],0.575674435,0.70994134
4639,955,2.5,0.504,3.351277719,1,['pCH4_per_pO2'],0.606718364,0.672730375
4654,955,2.75,0.072,4.661024843,1,['pCH4_per_pO2'],0.546869878,0.732201794
4655,955,2.75,0.144,0.666474633,1,['pCH4_per_pO2'],0.549904235,0.732430848
4656,955,2.75,0.216,0.401177752,1,['pCH4_per_pO2'],0.587933216,0.697199103
4657,955,2.75,0.288,0.401177752,1,['pCH4_per_pO2'],0.552557238,0.730716913
4658,955,2.75,0.36,7.132832232,1,['pCH4_per_pO2'],0.568029392,0.71175832
4659,955,2.75,0.432,3.218810456,1,['pCH4_per_pO2'],0.555821627,0.72568519
4660,955,2.75,0.504,3.218810456,1,['pCH4_per_pO2'],0.588911343,0.691930884
4675,955,3,0.072,4.162007202,1,['pCH4_per_pO2'],0.563035136,0.723222483
4676,955,3,0.144,0.167456832,1,['pCH4_per_pO2'],0.547598406,0.733104964
4677,955,3,0.216,0,1,['pCH4_per_pO2'],0.56321475,0.710682778
4678,955,3,0.288,0,1,['pCH4_per_pO2'],0.614810066,0.666433143
4679,955,3,0.36,6.021929179,1,['pCH4_per_pO2'],0.567589776,0.718772044
4680,955,3,0.432,2.020660564,1,['pCH4_per_pO2'],0.57186039,0.715224088
4681,955,3,0.504,2.020660564,1,['pCH4_per_pO2'],0.583291844,0.696903334
4696,955,3.25,0.072,4.162007202,1,['pCH4_per_pO2'],0.563035136,0.723222483
4697,955,3.25,0.144,0.167456832,1,['pCH4_per_pO2'],0.547598406,0.733104964
4698,955,3.25,0.216,0,1,['pCH4_per_pO2'],0.56321475,0.710682778
4699,955,3.25,0.288,0,1,['pCH4_per_pO2'],0.614810066,0.666433143
4700,955,3.25,0.36,6.021929179,1,['pCH4_per_pO2'],0.567589776,0.718772044
4701,955,3.25,0.432,2.020660564,1,['pCH4_per_pO2'],0.57186039,0.715224088
4702,955,3.25,0.504,2.020660564,1,['pCH4_per_pO2'],0.583291844,0.696903334
4717,955,3.5,0.072,4.162007202,1,['pCH4_per_pO2'],0.563035136,0.723222483
4718,955,3.5,0.144,0.167456832,1,['pCH4_per_pO2'],0.547598406,0.733104964
4719,955,3.5,0.216,0,1,['pCH4_per_pO2'],0.56321475,0.710682778
4720,955,3.5,0.288,0,1,['pCH4_per_pO2'],0.614810066,0.666433143
4721,955,3.5,0.36,6.021929179,1,['pCH4_per_pO2'],0.567589776,0.718772044
4722,955,3.5,0.432,2.020660564,1,['pCH4_per_pO2'],0.57186039,0.715224088
4723,955,3.5,0.504,2.020660564,1,['pCH4_per_pO2'],0.583291844,0.696903334
4738,955,3.75,0.072,4.162007202,1,['pCH4_per_pO2'],0.563035136,0.723222483
4739,955,3.75,0.144,0.167456832,1,['pCH4_per_pO2'],0.547598406,0.733104964
4740,955,3.75,0.216,0,1,['pCH4_per_pO2'],0.56321475,0.710682778
4741,955,3.75,0.288,0,1,['pCH4_per_pO2'],0.614810066,0.666433143
4742,955,3.75,0.36,6.021929179,1,['pCH4_per_pO2'],0.567589776,0.718772044
4743,955,3.75,0.432,2.020660564,1,['pCH4_per_pO2'],0.57186039,0.715224088
4744,955,3.75,0.504,2.020660564,1,['pCH4_per_pO2'],0.583291844,0.696903334
4758,955,4,0,6.274359649,1,['Contact time'],0.559018692,0.722272067
4759,955,4,0.576,2.803691239,1,['Contact time'],0.577867424,0.708690274
4760,955,4,0.648,2.803691239,1,['Contact time'],0.577867424,0.708690274
4761,955,4,0.72,2.803691239,1,['Contact time'],0.577867424,0.708690274
4762,955,4,0.792,2.803691239,1,['Contact time'],0.577867424,0.708690274
4763,955,4,0.864,2.803691239,1,['Contact time'],0.577867424,0.708690274
4764,955,4,0.936,2.803691239,1,['Contact time'],0.577867424,0.708690274
4765,955,4,1.008,2.803691239,1,['Contact time'],0.577867424,0.708690274
4766,955,4,1.08,2.803691239,1,['Contact time'],0.577867424,0.708690274
4767,955,4,1.152,2.803691239,1,['Contact time'],0.577867424,0.708690274
4768,955,4,1.224,2.803691239,1,['Contact time'],0.577867424,0.708690274
4769,955,4,1.296,2.803691239,1,['Contact time'],0.577867424,0.708690274
4770,955,4,1.368,2.803691239,1,['Contact time'],0.577867424,0.708690274
4771,955,4,1.44,2.803691239,1,['Contact time'],0.577867424,0.708690274
4772,955,4.25,0,6.274359649,1,['Contact time'],0.555647666,0.728306532
4773,955,4.25,0.576,2.803691239,1,['Contact time'],0.73376262,0.529172745
4774,955,4.25,0.648,2.803691239,1,['Contact time'],0.73376262,0.529172745
4775,955,4.25,0.72,2.803691239,1,['Contact time'],0.73376262,0.529172745
4776,955,4.25,0.792,2.803691239,1,['Contact time'],0.73376262,0.529172745
4777,955,4.25,0.864,2.803691239,1,['Contact time'],0.73376262,0.529172745
4778,955,4.25,0.936,2.803691239,1,['Contact time'],0.73376262,0.529172745
4779,955,4.25,1.008,2.803691239,1,['Contact time'],0.73376262,0.529172745
4780,955,4.25,1.08,2.803691239,1,['Contact time'],0.73376262,0.529172745
4781,955,4.25,1.152,2.803691239,1,['Contact time'],0.73376262,0.529172745
4782,955,4.25,1.224,2.803691239,1,['Contact time'],0.73376262,0.529172745
4783,955,4.25,1.296,2.803691239,1,['Contact time'],0.73376262,0.529172745
4784,955,4.25,1.368,2.803691239,1,['Contact time'],0.73376262,0.529172745
4785,955,4.25,1.44,2.803691239,1,['Contact time'],0.73376262,0.529172745
4786,955,4.5,0,6.274359649,1,['Contact time'],0.548738757,0.726642565
4787,955,4.5,0.576,2.803691239,1,['Contact time'],0.568564655,0.716748768
4788,955,4.5,0.648,2.803691239,1,['Contact time'],0.568564655,0.716748768
4789,955,4.5,0.72,2.803691239,1,['Contact time'],0.568564655,0.716748768
4790,955,4.5,0.792,2.803691239,1,['Contact time'],0.568564655,0.716748768
4791,955,4.5,0.864,2.803691239,1,['Contact time'],0.568564655,0.716748768
4792,955,4.5,0.936,2.803691239,1,['Contact time'],0.568564655,0.716748768
4793,955,4.5,1.008,2.803691239,1,['Contact time'],0.568564655,0.716748768
4794,955,4.5,1.08,2.803691239,1,['Contact time'],0.568564655,0.716748768
4795,955,4.5,1.152,2.803691239,1,['Contact time'],0.568564655,0.716748768
4796,955,4.5,1.224,2.803691239,1,['Contact time'],0.568564655,0.716748768
4797,955,4.5,1.296,2.803691239,1,['Contact time'],0.568564655,0.716748768
4798,955,4.5,1.368,2.803691239,1,['Contact time'],0.568564655,0.716748768
4799,955,4.5,1.44,2.803691239,1,['Contact time'],0.568564655,0.716748768
4800,955,4.75,0,6.274359649,1,['Contact time'],0.547179151,0.727163608
4801,955,4.75,0.576,2.803691239,1,['Contact time'],0.549566684,0.728912596
4802,955,4.75,0.648,2.803691239,1,['Contact time'],0.549566684,0.728912596
4803,955,4.75,0.72,2.803691239,1,['Contact time'],0.549566684,0.728912596
4804,955,4.75,0.792,2.803691239,1,['Contact time'],0.549566684,0.728912596
4805,955,4.75,0.864,2.803691239,1,['Contact time'],0.549566684,0.728912596
4806,955,4.75,0.936,2.803691239,1,['Contact time'],0.549566684,0.728912596
4807,955,4.75,1.008,2.803691239,1,['Contact time'],0.549566684,0.728912596
4808,955,4.75,1.08,2.803691239,1,['Contact time'],0.549566684,0.728912596
4809,955,4.75,1.152,2.803691239,1,['Contact time'],0.549566684,0.728912596
4810,955,4.75,1.224,2.803691239,1,['Contact time'],0.549566684,0.728912596
4811,955,4.75,1.296,2.803691239,1,['Contact time'],0.549566684,0.728912596
4812,955,4.75,1.368,2.803691239,1,['Contact time'],0.549566684,0.728912596
4813,955,4.75,1.44,2.803691239,1,['Contact time'],0.549566684,0.728912596
4814,955,5,0,5.520880222,1,['Contact time'],0.554694166,0.722752974
4815,955,5,0.576,2.030473377,1,['Contact time'],0.565394748,0.711813497
4816,955,5,0.648,2.030473377,1,['Contact time'],0.565394748,0.711813497
4817,955,5,0.72,2.030473377,1,['Contact time'],0.565394748,0.711813497
4818,955,5,0.792,2.030473377,1,['Contact time'],0.565394748,0.711813497
4819,955,5,0.864,2.030473377,1,['Contact time'],0.565394748,0.711813497
4820,955,5,0.936,2.030473377,1,['Contact time'],0.565394748,0.711813497
4821,955,5,1.008,2.030473377,1,['Contact time'],0.565394748,0.711813497
4822,955,5,1.08,2.030473377,1,['Contact time'],0.565394748,0.711813497
4823,955,5,1.152,2.030473377,1,['Contact time'],0.565394748,0.711813497
4824,955,5,1.224,2.030473377,1,['Contact time'],0.565394748,0.711813497
4825,955,5,1.296,2.030473377,1,['Contact time'],0.565394748,0.711813497
4826,955,5,1.368,2.030473377,1,['Contact time'],0.565394748,0.711813497
4827,955,5,1.44,2.030473377,1,['Contact time'],0.565394748,0.711813497
4828,955,5.25,0,5.520880222,1,['Contact time'],0.556450568,0.72599155
4829,955,5.25,0.576,2.030473377,1,['Contact time'],0.570653166,0.704627922
4830,955,5.25,0.648,2.030473377,1,['Contact time'],0.570653166,0.704627922
4831,955,5.25,0.72,2.030473377,1,['Contact time'],0.570653166,0.704627922
4832,955,5.25,0.792,2.030473377,1,['Contact time'],0.570653166,0.704627922
4833,955,5.25,0.864,2.030473377,1,['Contact time'],0.570653166,0.704627922
4834,955,5.25,0.936,2.030473377,1,['Contact time'],0.570653166,0.704627922
4835,955,5.25,1.008,2.030473377,1,['Contact time'],0.570653166,0.704627922
4836,955,5.25,1.08,2.030473377,1,['Contact time'],0.570653166,0.704627922
4837,955,5.25,1.152,2.030473377,1,['Contact time'],0.570653166,0.704627922
4838,955,5.25,1.224,2.030473377,1,['Contact time'],0.570653166,0.704627922
4839,955,5.25,1.296,2.030473377,1,['Contact time'],0.570653166,0.704627922
4840,955,5.25,1.368,2.030473377,1,['Contact time'],0.570653166,0.704627922
4841,955,5.25,1.44,2.030473377,1,['Contact time'],0.570653166,0.704627922
4842,955,5.5,0,5.520880222,1,['Contact time'],0.545960059,0.728353965
4843,955,5.5,0.576,2.030473377,1,['Contact time'],0.546310569,0.729187156
4844,955,5.5,0.648,2.030473377,1,['Contact time'],0.546310569,0.729187156
4845,955,5.5,0.72,2.030473377,1,['Contact time'],0.546310569,0.729187156
4846,955,5.5,0.792,2.030473377,1,['Contact time'],0.546310569,0.729187156
4847,955,5.5,0.864,2.030473377,1,['Contact time'],0.546310569,0.729187156
4848,955,5.5,0.936,2.030473377,1,['Contact time'],0.546310569,0.729187156
4849,955,5.5,1.008,2.030473377,1,['Contact time'],0.546310569,0.729187156
4850,955,5.5,1.08,2.030473377,1,['Contact time'],0.546310569,0.729187156
4851,955,5.5,1.152,2.030473377,1,['Contact time'],0.546310569,0.729187156
4852,955,5.5,1.224,2.030473377,1,['Contact time'],0.546310569,0.729187156
4853,955,5.5,1.296,2.030473377,1,['Contact time'],0.546310569,0.729187156
4854,955,5.5,1.368,2.030473377,1,['Contact time'],0.546310569,0.729187156
4855,955,5.5,1.44,2.030473377,1,['Contact time'],0.546310569,0.729187156
4856,955,5.75,0,5.520880222,1,['Contact time'],0.579267094,0.709707169
4857,955,5.75,0.576,2.030473377,1,['Contact time'],0.683559738,0.581071987
4858,955,5.75,0.648,2.030473377,1,['Contact time'],0.683559738,0.581071987
4859,955,5.75,0.72,2.030473377,1,['Contact time'],0.683559738,0.581071987
4860,955,5.75,0.792,2.030473377,1,['Contact time'],0.683559738,0.581071987
4861,955,5.75,0.864,2.030473377,1,['Contact time'],0.683559738,0.581071987
4862,955,5.75,0.936,2.030473377,1,['Contact time'],0.683559738,0.581071987
4863,955,5.75,1.008,2.030473377,1,['Contact time'],0.683559738,0.581071987
4864,955,5.75,1.08,2.030473377,1,['Contact time'],0.683559738,0.581071987
4865,955,5.75,1.152,2.030473377,1,['Contact time'],0.683559738,0.581071987
4866,955,5.75,1.224,2.030473377,1,['Contact time'],0.683559738,0.581071987
4867,955,5.75,1.296,2.030473377,1,['Contact time'],0.683559738,0.581071987
4868,955,5.75,1.368,2.030473377,1,['Contact time'],0.683559738,0.581071987
4869,955,5.75,1.44,2.030473377,1,['Contact time'],0.683559738,0.581071987
4870,955,6,0,5.520880222,1,['Contact time'],0.495397366,0.784042139
4871,955,6,0.576,2.030473377,1,['Contact time'],0.565837868,0.718915813
4872,955,6,0.648,2.030473377,1,['Contact time'],0.565837868,0.718915813
4873,955,6,0.72,2.030473377,1,['Contact time'],0.565837868,0.718915813
4874,955,6,0.792,2.030473377,1,['Contact time'],0.565837868,0.718915813
4875,955,6,0.864,2.030473377,1,['Contact time'],0.565837868,0.718915813
4876,955,6,0.936,2.030473377,1,['Contact time'],0.565837868,0.718915813
4877,955,6,1.008,2.030473377,1,['Contact time'],0.565837868,0.718915813
4878,955,6,1.08,2.030473377,1,['Contact time'],0.565837868,0.718915813
4879,955,6,1.152,2.030473377,1,['Contact time'],0.565837868,0.718915813
4880,955,6,1.224,2.030473377,1,['Contact time'],0.565837868,0.718915813
4881,955,6,1.296,2.030473377,1,['Contact time'],0.565837868,0.718915813
4882,955,6,1.368,2.030473377,1,['Contact time'],0.565837868,0.718915813
4883,955,6,1.44,2.030473377,1,['Contact time'],0.565837868,0.718915813
4885,978.2,1,0.072,8.880012682,1,['pCH4_per_pO2'],0.57059864,0.716470997
4886,978.2,1,0.144,5.12880424,1,['pCH4_per_pO2'],0.568648245,0.716295172
4887,978.2,1,0.216,4.847765304,1,['pCH4_per_pO2'],0.561063649,0.720233561
4888,978.2,1,0.288,4.847765304,1,['pCH4_per_pO2'],0.74064457,0.5194119
4889,978.2,1,0.36,11.47546534,1,['pCH4_per_pO2'],0.574020559,0.713370412
4890,978.2,1,0.432,8.503131634,1,['pCH4_per_pO2'],0.569272161,0.7155017
4891,978.2,1,0.504,8.503131634,1,['pCH4_per_pO2'],0.58016768,0.698015845
4906,978.2,1.25,0.072,8.880012682,1,['pCH4_per_pO2'],0.57059864,0.716470997
4907,978.2,1.25,0.144,5.12880424,1,['pCH4_per_pO2'],0.568648245,0.716295172
4908,978.2,1.25,0.216,4.847765304,1,['pCH4_per_pO2'],0.561063649,0.720233561
4909,978.2,1.25,0.288,4.847765304,1,['pCH4_per_pO2'],0.74064457,0.5194119
4910,978.2,1.25,0.36,11.47546534,1,['pCH4_per_pO2'],0.574020559,0.713370412
4911,978.2,1.25,0.432,8.503131634,1,['pCH4_per_pO2'],0.569272161,0.7155017
4912,978.2,1.25,0.504,8.503131634,1,['pCH4_per_pO2'],0.58016768,0.698015845
4927,978.2,1.5,0.072,8.880012682,1,['pCH4_per_pO2'],0.57059864,0.716470997
4928,978.2,1.5,0.144,5.12880424,1,['pCH4_per_pO2'],0.568648245,0.716295172
4929,978.2,1.5,0.216,4.847765304,1,['pCH4_per_pO2'],0.561063649,0.720233561
4930,978.2,1.5,0.288,4.847765304,1,['pCH4_per_pO2'],0.74064457,0.5194119
4931,978.2,1.5,0.36,11.47546534,1,['pCH4_per_pO2'],0.574020559,0.713370412
4932,978.2,1.5,0.432,8.503131634,1,['pCH4_per_pO2'],0.569272161,0.7155017
4933,978.2,1.5,0.504,8.503131634,1,['pCH4_per_pO2'],0.58016768,0.698015845
4948,978.2,1.75,0.072,8.880012682,1,['pCH4_per_pO2'],0.57059864,0.716470997
4949,978.2,1.75,0.144,5.12880424,1,['pCH4_per_pO2'],0.568648245,0.716295172
4950,978.2,1.75,0.216,4.847765304,1,['pCH4_per_pO2'],0.561063649,0.720233561
4951,978.2,1.75,0.288,4.847765304,1,['pCH4_per_pO2'],0.74064457,0.5194119
4952,978.2,1.75,0.36,11.47546534,1,['pCH4_per_pO2'],0.574020559,0.713370412
4953,978.2,1.75,0.432,8.503131634,1,['pCH4_per_pO2'],0.569272161,0.7155017
4954,978.2,1.75,0.504,8.503131634,1,['pCH4_per_pO2'],0.58016768,0.698015845
4969,978.2,2,0.072,7.208151761,1,['pCH4_per_pO2'],0.564114032,0.720066391
4970,978.2,2,0.144,3.329472819,1,['pCH4_per_pO2'],0.574453232,0.7121771
4971,978.2,2,0.216,3.114366443,1,['pCH4_per_pO2'],0.56875568,0.717765249
4972,978.2,2,0.288,3.114366443,1,['pCH4_per_pO2'],0.575472866,0.712315162
4973,978.2,2,0.36,9.742071629,1,['pCH4_per_pO2'],0.571452419,0.715706606
4974,978.2,2,0.432,6.745955446,1,['pCH4_per_pO2'],0.749649324,0.510723884
4975,978.2,2,0.504,6.745955446,1,['pCH4_per_pO2'],0.586393051,0.699735978
4990,978.2,2.25,0.072,5.500721648,1,['pCH4_per_pO2'],0.573867337,0.705943384
4991,978.2,2.25,0.144,1.506172037,1,['pCH4_per_pO2'],0.553267816,0.7328842
4992,978.2,2.25,0.216,1.26924521,1,['pCH4_per_pO2'],0.566026962,0.720295712
4993,978.2,2.25,0.288,1.26924521,1,['pCH4_per_pO2'],0.687284984,0.584903298
4994,978.2,2.25,0.36,7.964595532,1,['pCH4_per_pO2'],0.550664055,0.730537539
4995,978.2,2.25,0.432,4.050567499,1,['pCH4_per_pO2'],0.56201614,0.722587499
4996,978.2,2.25,0.504,4.050567499,1,['pCH4_per_pO2'],0.5789081,0.708085712
5011,978.2,2.5,0.072,5.482288533,1,['pCH4_per_pO2'],0.563285131,0.717586108
5012,978.2,2.5,0.144,1.487738922,1,['pCH4_per_pO2'],0.590601335,0.69423133
5013,978.2,2.5,0.216,1.250812279,1,['pCH4_per_pO2'],0.591807701,0.692989126
5014,978.2,2.5,0.288,1.250812279,1,['pCH4_per_pO2'],0.680354296,0.595079327
5015,978.2,2.5,0.36,7.946162418,1,['pCH4_per_pO2'],0.561245113,0.723854515
5016,978.2,2.5,0.432,4.032134384,1,['pCH4_per_pO2'],0.546548404,0.731749404
5017,978.2,2.5,0.504,4.032134384,1,['pCH4_per_pO2'],0.553794696,0.725093752
5032,978.2,2.75,0.072,5.389458245,1,['pCH4_per_pO2'],0.546494946,0.731803123
5033,978.2,2.75,0.144,1.394909554,1,['pCH4_per_pO2'],0.54995401,0.733186506
5034,978.2,2.75,0.216,1.129610464,1,['pCH4_per_pO2'],0.567590107,0.709817062
5035,978.2,2.75,0.288,1.129610464,1,['pCH4_per_pO2'],0.737952181,0.523787353
5036,978.2,2.75,0.36,7.86126821,1,['pCH4_per_pO2'],0.574333791,0.713592724
5037,978.2,2.75,0.432,3.947238337,1,['pCH4_per_pO2'],0.545781068,0.732410024
5038,978.2,2.75,0.504,3.947238337,1,['pCH4_per_pO2'],0.583444155,0.702174814
5053,978.2,3,0.072,4.890439868,1,['pCH4_per_pO2'],0.609813669,0.671124802
5054,978.2,3,0.144,0.89588814,1,['pCH4_per_pO2'],0.562307605,0.722074977
5055,978.2,3,0.216,0.018711081,1,['pCH4_per_pO2'],0.540392877,0.739675664
5056,978.2,3,0.288,0.018711081,1,['pCH4_per_pO2'],0.635625766,0.628033932
5057,978.2,3,0.36,6.750359637,1,['pCH4_per_pO2'],0.565411751,0.720997356
5058,978.2,3,0.432,2.749093414,1,['pCH4_per_pO2'],0.697436527,0.573233451
5059,978.2,3,0.504,2.749093414,1,['pCH4_per_pO2'],0.5744333,0.71251514
5074,978.2,3.25,0.072,4.890439868,1,['pCH4_per_pO2'],0.609813669,0.671124802
5075,978.2,3.25,0.144,0.89588814,1,['pCH4_per_pO2'],0.562307605,0.722074977
5076,978.2,3.25,0.216,0.018711081,1,['pCH4_per_pO2'],0.540392877,0.739675664
5077,978.2,3.25,0.288,0.018711081,1,['pCH4_per_pO2'],0.635625766,0.628033932
5078,978.2,3.25,0.36,6.750359637,1,['pCH4_per_pO2'],0.565411751,0.720997356
5079,978.2,3.25,0.432,2.749093414,1,['pCH4_per_pO2'],0.697436527,0.573233451
5080,978.2,3.25,0.504,2.749093414,1,['pCH4_per_pO2'],0.5744333,0.71251514
5095,978.2,3.5,0.072,4.890439868,1,['pCH4_per_pO2'],0.609813669,0.671124802
5096,978.2,3.5,0.144,0.89588814,1,['pCH4_per_pO2'],0.562307605,0.722074977
5097,978.2,3.5,0.216,0.018711081,1,['pCH4_per_pO2'],0.540392877,0.739675664
5098,978.2,3.5,0.288,0.018711081,1,['pCH4_per_pO2'],0.635625766,0.628033932
5099,978.2,3.5,0.36,6.750359637,1,['pCH4_per_pO2'],0.565411751,0.720997356
5100,978.2,3.5,0.432,2.749093414,1,['pCH4_per_pO2'],0.697436527,0.573233451
5101,978.2,3.5,0.504,2.749093414,1,['pCH4_per_pO2'],0.5744333,0.71251514
5116,978.2,3.75,0.072,4.890439868,1,['pCH4_per_pO2'],0.609813669,0.671124802
5117,978.2,3.75,0.144,0.89588814,1,['pCH4_per_pO2'],0.562307605,0.722074977
5118,978.2,3.75,0.216,0.018711081,1,['pCH4_per_pO2'],0.540392877,0.739675664
5119,978.2,3.75,0.288,0.018711081,1,['pCH4_per_pO2'],0.635625766,0.628033932
5120,978.2,3.75,0.36,6.750359637,1,['pCH4_per_pO2'],0.565411751,0.720997356
5121,978.2,3.75,0.432,2.749093414,1,['pCH4_per_pO2'],0.697436527,0.573233451
5122,978.2,3.75,0.504,2.749093414,1,['pCH4_per_pO2'],0.5744333,0.71251514
5136,978.2,4,0,7.002795628,1,['Contact time'],0.576243049,0.712204976
5137,978.2,4,0.576,3.532118936,1,['Contact time'],0.570067154,0.714253456
5138,978.2,4,0.648,3.532118936,1,['Contact time'],0.570067154,0.714253456
5139,978.2,4,0.72,3.532118936,1,['Contact time'],0.570067154,0.714253456
5140,978.2,4,0.792,3.532118936,1,['Contact time'],0.570067154,0.714253456
5141,978.2,4,0.864,3.532118936,1,['Contact time'],0.570067154,0.714253456
5142,978.2,4,0.936,3.532118936,1,['Contact time'],0.570067154,0.714253456
5143,978.2,4,1.008,3.532118936,1,['Contact time'],0.570067154,0.714253456
5144,978.2,4,1.08,3.532118936,1,['Contact time'],0.570067154,0.714253456
5145,978.2,4,1.152,3.532118936,1,['Contact time'],0.570067154,0.714253456
5146,978.2,4,1.224,3.532118936,1,['Contact time'],0.570067154,0.714253456
5147,978.2,4,1.296,3.532118936,1,['Contact time'],0.570067154,0.714253456
5148,978.2,4,1.368,3.532118936,1,['Contact time'],0.570067154,0.714253456
5149,978.2,4,1.44,3.532118936,1,['Contact time'],0.570067154,0.714253456
5150,978.2,4.25,0,7.002795628,1,['Contact time'],0.577355563,0.710804499
5151,978.2,4.25,0.576,3.532118936,1,['Contact time'],0.652234229,0.603542093
5152,978.2,4.25,0.648,3.532118936,1,['Contact time'],0.652234229,0.603542093
5153,978.2,4.25,0.72,3.532118936,1,['Contact time'],0.652234229,0.603542093
5154,978.2,4.25,0.792,3.532118936,1,['Contact time'],0.652234229,0.603542093
5155,978.2,4.25,0.864,3.532118936,1,['Contact time'],0.652234229,0.603542093
5156,978.2,4.25,0.936,3.532118936,1,['Contact time'],0.652234229,0.603542093
5157,978.2,4.25,1.008,3.532118936,1,['Contact time'],0.652234229,0.603542093
5158,978.2,4.25,1.08,3.532118936,1,['Contact time'],0.652234229,0.603542093
5159,978.2,4.25,1.152,3.532118936,1,['Contact time'],0.652234229,0.603542093
5160,978.2,4.25,1.224,3.532118936,1,['Contact time'],0.652234229,0.603542093
5161,978.2,4.25,1.296,3.532118936,1,['Contact time'],0.652234229,0.603542093
5162,978.2,4.25,1.368,3.532118936,1,['Contact time'],0.652234229,0.603542093
5163,978.2,4.25,1.44,3.532118936,1,['Contact time'],0.652234229,0.603542093
5164,978.2,4.5,0,7.002795628,1,['Contact time'],0.568419456,0.719695434
5165,978.2,4.5,0.576,3.532118936,1,['Contact time'],0.553266263,0.729335537
5166,978.2,4.5,0.648,3.532118936,1,['Contact time'],0.553266263,0.729335537
5167,978.2,4.5,0.72,3.532118936,1,['Contact time'],0.553266263,0.729335537
5168,978.2,4.5,0.792,3.532118936,1,['Contact time'],0.553266263,0.729335537
5169,978.2,4.5,0.864,3.532118936,1,['Contact time'],0.553266263,0.729335537
5170,978.2,4.5,0.936,3.532118936,1,['Contact time'],0.553266263,0.729335537
5171,978.2,4.5,1.008,3.532118936,1,['Contact time'],0.553266263,0.729335537
5172,978.2,4.5,1.08,3.532118936,1,['Contact time'],0.553266263,0.729335537
5173,978.2,4.5,1.152,3.532118936,1,['Contact time'],0.553266263,0.729335537
5174,978.2,4.5,1.224,3.532118936,1,['Contact time'],0.553266263,0.729335537
5175,978.2,4.5,1.296,3.532118936,1,['Contact time'],0.553266263,0.729335537
5176,978.2,4.5,1.368,3.532118936,1,['Contact time'],0.553266263,0.729335537
5177,978.2,4.5,1.44,3.532118936,1,['Contact time'],0.553266263,0.729335537
5178,978.2,4.75,0,7.002795628,1,['Contact time'],0.568180544,0.720531843
5179,978.2,4.75,0.576,3.532118936,1,['Contact time'],0.57735961,0.701247645
5180,978.2,4.75,0.648,3.532118936,1,['Contact time'],0.57735961,0.701247645
5181,978.2,4.75,0.72,3.532118936,1,['Contact time'],0.57735961,0.701247645
5182,978.2,4.75,0.792,3.532118936,1,['Contact time'],0.57735961,0.701247645
5183,978.2,4.75,0.864,3.532118936,1,['Contact time'],0.57735961,0.701247645
5184,978.2,4.75,0.936,3.532118936,1,['Contact time'],0.57735961,0.701247645
5185,978.2,4.75,1.008,3.532118936,1,['Contact time'],0.57735961,0.701247645
5186,978.2,4.75,1.08,3.532118936,1,['Contact time'],0.57735961,0.701247645
5187,978.2,4.75,1.152,3.532118936,1,['Contact time'],0.57735961,0.701247645
5188,978.2,4.75,1.224,3.532118936,1,['Contact time'],0.57735961,0.701247645
5189,978.2,4.75,1.296,3.532118936,1,['Contact time'],0.57735961,0.701247645
5190,978.2,4.75,1.368,3.532118936,1,['Contact time'],0.57735961,0.701247645
5191,978.2,4.75,1.44,3.532118936,1,['Contact time'],0.57735961,0.701247645
5192,978.2,5,0,6.249313256,1,['Contact time'],0.553284932,0.725678905
5193,978.2,5,0.576,2.758902914,1,['Contact time'],0.565030821,0.720193267
5194,978.2,5,0.648,2.758902914,1,['Contact time'],0.565030821,0.720193267
5195,978.2,5,0.72,2.758902914,1,['Contact time'],0.565030821,0.720193267
5196,978.2,5,0.792,2.758902914,1,['Contact time'],0.565030821,0.720193267
5197,978.2,5,0.864,2.758902914,1,['Contact time'],0.565030821,0.720193267
5198,978.2,5,0.936,2.758902914,1,['Contact time'],0.565030821,0.720193267
5199,978.2,5,1.008,2.758902914,1,['Contact time'],0.565030821,0.720193267
5200,978.2,5,1.08,2.758902914,1,['Contact time'],0.565030821,0.720193267
5201,978.2,5,1.152,2.758902914,1,['Contact time'],0.565030821,0.720193267
5202,978.2,5,1.224,2.758902914,1,['Contact time'],0.565030821,0.720193267
5203,978.2,5,1.296,2.758902914,1,['Contact time'],0.565030821,0.720193267
