,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,R2,MAE
8854,1187,5.5,0.072,23.86082032,1,['Temperature'],0.608138474,0.667493147
8855,1187,5.5,0.144,18.35894076,1,['Temperature'],0.584112953,0.694611605
8856,1187,5.5,0.216,16.81266146,1,['Temperature'],0.581222359,0.693538038
8857,1187,5.5,0.288,16.81266146,1,['Temperature'],0.547491664,0.733115376
8858,1187,5.5,0.36,22.37987291,1,['Temperature'],0.545448955,0.734877115
8859,1187,5.5,0.432,18.18364177,1,['Temperature'],0.625303056,0.65253038
8860,1187,5.5,0.504,18.18364177,1,['Temperature'],0.569558907,0.715384658
8875,1187,5.75,0.072,23.86082032,1,['Temperature'],0.635293681,0.64365229
8876,1187,5.75,0.144,18.35894076,1,['Temperature'],0.584951436,0.694077077
8877,1187,5.75,0.216,16.81266146,1,['Temperature'],0.544178729,0.733987121
8878,1187,5.75,0.288,16.81266146,1,['Temperature'],0.611007568,0.667817818
8879,1187,5.75,0.36,22.37987291,1,['Temperature'],0.590633948,0.681872812
8880,1187,5.75,0.432,18.18364177,1,['Temperature'],0.558598934,0.724980626
8881,1187,5.75,0.504,18.18364177,1,['Temperature'],0.571252767,0.713990824
8896,1187,6,0.072,23.86082032,1,['Temperature'],0.609309699,0.671393219
8897,1187,6,0.144,18.35894076,1,['Temperature'],0.629697833,0.64906866
8898,1187,6,0.216,16.81266146,1,['Temperature'],0.590881414,0.694241468
8899,1187,6,0.288,16.81266146,1,['Temperature'],0.611021965,0.667794479
8900,1187,6,0.36,22.37987291,1,['Temperature'],0.613662898,0.659931501
8901,1187,6,0.432,18.18364177,1,['Temperature'],0.569915487,0.717445077
8902,1187,6,0.504,18.18364177,1,['Temperature'],0.598063217,0.685374464
